0.7228 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
15.7305 	DATA 	Mouse:  Left button up, pos=(868,399)
15.9304 	DATA 	Mouse: Left button down, pos=(868,399)
15.9322 	EXP 	New trial (rep=2, index=1): OrderedDict([('conditions', 'right hand')])
15.9462 	EXP 	stimulus_text: autoDraw = False
15.9462 	EXP 	stimulus_text: height = 0.15
15.9462 	EXP 	stimulus_text: height = 0.15
15.9462 	EXP 	stimulus_text: height = 0.15
15.9462 	EXP 	stimulus_text: text = 'right hand'
15.9462 	EXP 	stimulus_text: autoDraw = True
16.0480 	DATA 	Mouse:  Left button up, pos=(868,399)
16.2477 	DATA 	Mouse: Left button down, pos=(868,399)
16.2495 	EXP 	New trial (rep=2, index=2): OrderedDict([('conditions', 'right hand')])
16.2637 	EXP 	stimulus_text: autoDraw = False
16.2637 	EXP 	stimulus_text: text = 'right hand'
16.2637 	EXP 	stimulus_text: autoDraw = True
16.3639 	DATA 	Mouse:  Left button up, pos=(868,399)
16.5307 	DATA 	Mouse: Left button down, pos=(868,399)
16.5324 	EXP 	New trial (rep=2, index=3): OrderedDict([('conditions', 'left hand')])
16.5472 	EXP 	stimulus_text: autoDraw = False
16.5472 	EXP 	stimulus_text: height = 0.15
16.5472 	EXP 	stimulus_text: height = 0.15
16.5472 	EXP 	stimulus_text: height = 0.15
16.5472 	EXP 	stimulus_text: text = 'left hand'
16.5472 	EXP 	stimulus_text: autoDraw = True
16.6471 	DATA 	Mouse:  Left button up, pos=(868,399)
16.8483 	DATA 	Mouse: Left button down, pos=(865,390)
16.8650 	EXP 	New trial (rep=2, index=4): OrderedDict([('conditions', 'right hand')])
16.8804 	EXP 	stimulus_text: autoDraw = False
16.8804 	EXP 	stimulus_text: height = 0.15
16.8804 	EXP 	stimulus_text: height = 0.15
16.8804 	EXP 	stimulus_text: height = 0.15
16.8804 	EXP 	stimulus_text: text = 'right hand'
16.8804 	EXP 	stimulus_text: autoDraw = True
16.9972 	DATA 	Mouse:  Left button up, pos=(865,390)
17.0971 	DATA 	Mouse: Left button down, pos=(865,390)
17.0990 	EXP 	New trial (rep=3, index=0): OrderedDict([('conditions', 'eyes')])
17.1138 	EXP 	stimulus_text: autoDraw = False
17.1138 	EXP 	stimulus_text: height = 0.15
17.1138 	EXP 	stimulus_text: height = 0.15
17.1138 	EXP 	stimulus_text: height = 0.15
17.1138 	EXP 	stimulus_text: text = 'eyes'
17.1138 	EXP 	stimulus_text: autoDraw = True
17.4314 	DATA 	Mouse:  Left button up, pos=(865,390)
17.5306 	DATA 	Mouse: Left button down, pos=(877,404)
17.5325 	EXP 	New trial (rep=3, index=1): OrderedDict([('conditions', 'left hand')])
17.5470 	EXP 	stimulus_text: autoDraw = False
17.5470 	EXP 	stimulus_text: height = 0.15
17.5470 	EXP 	stimulus_text: height = 0.15
17.5470 	EXP 	stimulus_text: height = 0.15
17.5470 	EXP 	stimulus_text: text = 'left hand'
17.5470 	EXP 	stimulus_text: autoDraw = True
17.6313 	DATA 	Mouse:  Left button up, pos=(878,405)
17.7139 	DATA 	Mouse: Left button down, pos=(878,405)
17.7154 	EXP 	New trial (rep=3, index=2): OrderedDict([('conditions', 'right hand')])
17.7305 	EXP 	stimulus_text: autoDraw = False
17.7305 	EXP 	stimulus_text: height = 0.15
17.7305 	EXP 	stimulus_text: height = 0.15
17.7305 	EXP 	stimulus_text: height = 0.15
17.7305 	EXP 	stimulus_text: text = 'right hand'
17.7305 	EXP 	stimulus_text: autoDraw = True
17.8304 	DATA 	Mouse:  Left button up, pos=(878,405)
17.8973 	DATA 	Mouse: Left button down, pos=(878,405)
17.8988 	EXP 	New trial (rep=3, index=3): OrderedDict([('conditions', 'eyes')])
17.9136 	EXP 	stimulus_text: autoDraw = False
17.9136 	EXP 	stimulus_text: height = 0.15
17.9136 	EXP 	stimulus_text: height = 0.15
17.9136 	EXP 	stimulus_text: height = 0.15
17.9136 	EXP 	stimulus_text: text = 'eyes'
17.9136 	EXP 	stimulus_text: autoDraw = True
18.0138 	DATA 	Mouse:  Left button up, pos=(878,405)
18.0978 	DATA 	Mouse: Left button down, pos=(878,405)
18.0995 	EXP 	New trial (rep=3, index=4): OrderedDict([('conditions', 'feet')])
18.1137 	EXP 	stimulus_text: autoDraw = False
18.1137 	EXP 	stimulus_text: height = 0.15
18.1137 	EXP 	stimulus_text: height = 0.15
18.1137 	EXP 	stimulus_text: height = 0.15
18.1137 	EXP 	stimulus_text: text = 'feet'
18.1137 	EXP 	stimulus_text: autoDraw = True
18.2142 	DATA 	Mouse:  Left button up, pos=(878,405)
18.3139 	DATA 	Mouse: Left button down, pos=(878,405)
18.3158 	EXP 	New trial (rep=4, index=0): OrderedDict([('conditions', 'left hand')])
18.3303 	EXP 	stimulus_text: autoDraw = False
18.3303 	EXP 	stimulus_text: height = 0.15
18.3303 	EXP 	stimulus_text: height = 0.15
18.3303 	EXP 	stimulus_text: height = 0.15
18.3303 	EXP 	stimulus_text: text = 'left hand'
18.3303 	EXP 	stimulus_text: autoDraw = True
18.4841 	DATA 	Mouse:  Left button up, pos=(878,405)
18.6813 	DATA 	Mouse: Left button down, pos=(878,405)
18.6830 	EXP 	New trial (rep=4, index=1): OrderedDict([('conditions', 'right hand')])
18.6973 	EXP 	stimulus_text: autoDraw = False
18.6973 	EXP 	stimulus_text: height = 0.15
18.6973 	EXP 	stimulus_text: height = 0.15
18.6973 	EXP 	stimulus_text: height = 0.15
18.6973 	EXP 	stimulus_text: text = 'right hand'
18.6973 	EXP 	stimulus_text: autoDraw = True
18.8139 	DATA 	Mouse:  Left button up, pos=(878,405)
18.9815 	DATA 	Mouse: Left button down, pos=(878,405)
18.9836 	EXP 	New trial (rep=4, index=2): OrderedDict([('conditions', 'feet')])
18.9971 	EXP 	stimulus_text: autoDraw = False
18.9971 	EXP 	stimulus_text: height = 0.15
18.9971 	EXP 	stimulus_text: height = 0.15
18.9971 	EXP 	stimulus_text: height = 0.15
18.9971 	EXP 	stimulus_text: text = 'feet'
18.9971 	EXP 	stimulus_text: autoDraw = True
19.1975 	DATA 	Mouse:  Left button up, pos=(878,405)
19.2640 	DATA 	Mouse: Left button down, pos=(878,405)
19.2659 	EXP 	New trial (rep=4, index=3): OrderedDict([('conditions', 'left hand')])
19.2794 	EXP 	stimulus_text: autoDraw = False
19.2794 	EXP 	stimulus_text: height = 0.15
19.2794 	EXP 	stimulus_text: height = 0.15
19.2794 	EXP 	stimulus_text: height = 0.15
19.2794 	EXP 	stimulus_text: text = 'left hand'
19.2794 	EXP 	stimulus_text: autoDraw = True
19.4479 	DATA 	Mouse:  Left button up, pos=(878,405)
19.6648 	DATA 	Mouse: Left button down, pos=(878,406)
19.6667 	EXP 	New trial (rep=4, index=4): OrderedDict([('conditions', 'feet')])
19.6809 	EXP 	stimulus_text: autoDraw = False
19.6809 	EXP 	stimulus_text: height = 0.15
19.6809 	EXP 	stimulus_text: height = 0.15
19.6809 	EXP 	stimulus_text: height = 0.15
19.6809 	EXP 	stimulus_text: text = 'feet'
19.6809 	EXP 	stimulus_text: autoDraw = True
19.7806 	DATA 	Mouse:  Left button up, pos=(878,406)
20.0316 	DATA 	Mouse: Left button down, pos=(815,419)
20.0632 	EXP 	stimulus_text: autoDraw = False
20.0840 	EXP 	window1: mouseVisible = True
